Company,TypeName,Inches,Ram,OpSys,Weight,Price,Res_Width,Res_Height,Is_IPS,Cpu_Gamme,Cpu_Frequence_GHz,has_ssd,has_hdd,has_flash,has_hybrid,total_memory_gb,gpu_brand,has_intel_gpu,has_nvidia_gpu,has_amd_gpu,weight_kg
Lenovo,Notebook,15.6,8,Windows 10,1.90kg,43316.64,1920,1080,0,Intel Core i5,2.5,1,1,0,0,1152.0,AMD,0,0,1,1.9
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29kg,79866.72,3840,2160,1,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.29
Dell,Notebook,15.6,16,Linux,2.02kg,55890.72,1920,1080,0,Intel Core i7,1.8,1,1,0,0,2304.0,AMD,0,0,1,2.02
Dell,Ultrabook,13.3,8,Windows 10,1.23kg,74538.72,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.23
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4kg,98514.72,3840,2160,1,Intel Core i7,1.8,1,0,0,0,512.0,Intel,1,0,0,1.4
Toshiba,Notebook,15.6,8,Windows 10,2.0kg,42251.04,1366,768,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,2.0
Xiaomi,Notebook,15.6,8,No OS,1.95kg,63882.72,1920,1080,1,Intel Core i5,1.6,1,0,0,0,256.0,Nvidia,0,1,0,1.95
Dell,Notebook,17.3,16,Windows 10,2.77kg,82530.72,1920,1080,0,Intel Core i7,1.8,1,0,0,0,512.0,Nvidia,0,1,0,2.77
Dell,Notebook,15.6,16,Windows 10,2.06kg,127712.16,3840,2160,0,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,2.06
Lenovo,Gaming,15.6,8,No OS,2.4kg,41505.12,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.4
Acer,Ultrabook,13.3,8,Windows 10,1.12kg,52693.92,1920,1080,1,Intel Core i5,1.2,1,0,0,0,256.0,Intel,1,0,0,1.12
Dell,Notebook,17.3,8,Windows 10,2.8kg,57808.8,1920,1080,0,Intel Core i7,1.8,1,1,0,0,1152.0,AMD,0,0,1,2.8
Vero,Notebook,14,4,Windows 10,1.3kg,13852.8,1920,1080,1,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.3
Xiaomi,Ultrabook,13.3,8,No OS,1.3kg,53274.672,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,1.3
Lenovo,Notebook,17.3,8,No OS,2.8kg,37189.44,1600,900,0,Intel Core i5,1.6,1,0,0,0,256.0,Nvidia,0,1,0,2.8
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62kg,44701.92,1920,1080,1,Intel Core i7,1.8,0,1,0,0,1024.0,Intel,1,0,0,1.62
HP,Notebook,17.3,8,Windows 10,2.5kg,48697.92,1920,1080,1,Intel Core i5,1.6,0,1,0,0,1024.0,Nvidia,0,1,0,2.5
Razer,Gaming,17.3,32,Windows 10,3.49kg,324954.72,3840,2160,0,Intel Core i7,2.9,1,0,0,0,1024.0,Nvidia,0,1,0,3.49
HP,Notebook,13.3,8,Windows 10,1.49kg,51095.52,1920,1080,0,Intel Core i5,1.6,1,0,0,0,512.0,Intel,1,0,0,1.49
HP,Gaming,17.3,16,Windows 10,3.35kg,73473.12,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,3.35
HP,Notebook,17.3,8,Windows 10,2.5kg,55677.6,1920,1080,0,Intel Core i7,1.8,1,0,0,0,256.0,Nvidia,0,1,0,2.5
Dell,Gaming,15.6,16,Windows 10,2.65kg,98301.6,3840,2160,1,Intel Core i7,2.8,1,1,0,0,1536.0,Nvidia,0,1,0,2.65
Lenovo,Notebook,15.6,4,Windows 10,2.1kg,26267.04,1366,768,0,Intel Core i5,2.3,1,0,0,0,128.0,Intel,1,0,0,2.1
Acer,Notebook,15.6,8,Windows 10,2.23kg,39533.76,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,Nvidia,0,1,0,2.23
Lenovo,Gaming,15.6,16,Windows 10,3.2kg,93186.72,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1536.0,Nvidia,0,1,0,3.2
Dell,Workstation,15.6,16,Windows 10,2.8kg,162770.4,3840,2160,0,Intel Xeon E3-1505M,3.0,1,1,0,0,1280.0,Nvidia,0,1,0,2.8
Lenovo,Gaming,15.6,16,No OS,2.4kg,74485.44,1920,1080,0,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,2.4
Dell,Notebook,15.6,6,Windows 10,2.3kg,23389.92,1366,768,0,Intel Core i3,2.4,0,1,0,0,1024.0,Intel,1,0,0,2.3
Dell,Ultrabook,13.3,8,Windows 10,1.21kg,103842.72,3840,2160,1,Intel Core i7,1.8,1,0,0,0,256.0,Intel,1,0,0,1.21
Acer,Notebook,15.6,8,Linux,2.4kg,41505.12,1920,1080,0,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.4
Asus,Gaming,17.3,16,Windows 10,2.9kg,74964.96,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.9
HP,Notebook,15.6,4,No OS,2.1kg,18594.72,1920,1080,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,2.1
Lenovo,Notebook,15.6,8,No OS,2.2kg,29250.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.2
Huawei,Ultrabook,13,8,Windows 10,1.05kg,79866.72,2160,1440,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.05
Dell,Ultrabook,13.3,8,Windows 10,1.4kg,49650.5664,1920,1080,1,Intel Core i7,1.8,1,0,0,0,256.0,AMD,0,0,1,1.4
Lenovo,Notebook,17.3,8,No OS,2.8kg,31381.92,1600,900,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.8
HP,Notebook,14,8,Windows 10,1.63kg,54931.68,1920,1080,0,Intel Core i7,1.8,1,0,0,0,256.0,Nvidia,0,1,0,1.63
Dell,Ultrabook,14,8,Windows 10,1.6kg,61218.72,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.6
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62kg,68145.12,1920,1080,0,Intel Core i7,1.8,1,0,0,0,512.0,Intel,1,0,0,1.62
Dell,Notebook,15.6,8,Linux,2.2kg,36089.208,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,AMD,0,0,1,2.2
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.74kg,47898.72,1920,1080,1,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.74
Toshiba,Ultrabook,13.3,8,Windows 10,1.2kg,72620.64,1920,1080,0,Intel Core i7,2.5,1,0,0,0,256.0,Intel,1,0,0,1.2
HP,Notebook,15.6,8,Windows 10,2.1kg,42304.32,1920,1080,0,Intel Core i5,1.6,0,1,0,0,1024.0,Intel,1,0,0,2.1
Dell,Gaming,17.3,16,Windows 10,4.42kg,130873.7952,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,4.42
Acer,Notebook,15.6,8,Windows 10,2.2kg,44328.96,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,2.2
Dell,Notebook,15.6,16,Windows 10,2.3kg,45768.0528,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,AMD,0,0,1,2.3
Asus,Notebook,15.6,8,Windows 10,2kg,40972.32,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.0
Asus,Notebook,17.3,8,Windows 10,2.69kg,47472.48,1920,1080,0,Intel Core i5,2.5,1,1,0,0,756.0,Nvidia,0,1,0,2.69
HP,Notebook,15.6,8,Windows 10,1.9kg,67612.32,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,AMD,0,0,1,1.9
Asus,Notebook,15.6,4,Windows 10,2.37kg,21258.1872,1366,768,0,Intel Core i3,2.4,0,1,0,0,1024.0,Intel,1,0,0,2.37
HP,Notebook,15.6,4,Windows 10,2.1kg,17582.4,1366,768,0,AMD E-Series 9000e,1.5,0,1,0,0,500.0,AMD,0,0,1,2.1
Lenovo,Gaming,15.6,16,Windows 10,3.2kg,79866.72,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,3.2
Dell,Notebook,14,8,Windows 10,1.6kg,45767.52,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.6
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6kg,36709.92,1920,1080,1,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,1.6
Dell,Notebook,15.6,16,Linux,2.36kg,47898.72,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,AMD,0,0,1,2.36
Acer,Notebook,15.6,4,Linux,2.1kg,20779.2,1366,768,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,2.1
Asus,Notebook,15.6,4,Windows 10,2.2kg,30636.0,1920,1080,0,AMD A10-Series A10-9620P,2.5,1,1,0,0,1152.0,AMD,0,0,1,2.2
Asus,Gaming,17.3,32,Windows 10,4.7kg,207259.2,1920,1080,0,Intel Core i7,2.9,1,1,0,0,1536.0,Nvidia,0,1,0,4.7
Acer,Gaming,15.6,8,Windows 10,2.5kg,45074.88,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.5
Lenovo,Notebook,15.6,8,Windows 10,7.2kg,31381.92,1366,768,0,Intel Core i3,2.0,1,0,0,0,128.0,Intel,1,0,0,7.2
Asus,Notebook,17.3,8,Windows 10,2.1kg,61005.6,1920,1080,0,Intel Core i7,1.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.1
Asus,Notebook,17.3,8,No OS,2.69kg,47365.92,1920,1080,0,Intel Core i7,2.7,1,1,0,0,1152.0,Nvidia,0,1,0,2.69
Dell,Gaming,15.6,8,Windows 10,2.56kg,46833.12,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.56
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38kg,57489.12,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.38
Dell,Notebook,15.6,8,Windows 10,2.2kg,52480.8,1920,1080,0,Intel Core i7,1.8,1,1,0,0,2176.0,AMD,0,0,1,2.2
HP,Notebook,15.6,8,Windows 10,2.04kg,29783.52,1366,768,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.04
Asus,Gaming,17.3,16,Windows 10,3.6kg,159786.72,1920,1080,0,Intel Core i7,2.9,1,0,0,0,256.0,Nvidia,0,1,0,3.6
HP,Notebook,13.3,4,Windows 10,1.49kg,35964.0,1920,1080,1,Intel Core i5,1.6,0,1,0,0,500.0,Intel,1,0,0,1.49
Apple,Ultrabook,13.3,8,macOS,1.37kg,108691.2,2560,1600,1,Intel Core i5,3.1,1,0,0,0,512.0,Intel,1,0,0,1.37
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08kg,43636.32,1920,1080,1,Intel Core i7,1.8,0,1,0,0,1024.0,Intel,1,0,0,2.08
Asus,Gaming,17.3,16,Windows 10,4.3kg,95850.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,4.3
Asus,Notebook,15.6,4,Windows 10,1.68kg,24988.32,1366,768,0,AMD A9-Series 9420,3.0,0,1,0,0,1024.0,AMD,0,0,1,1.68
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37kg,98514.72,1920,1080,1,Intel Core i7,1.8,1,0,0,0,512.0,Intel,1,0,0,1.37
Acer,Notebook,17.3,4,Windows 10,3kg,37402.56,1920,1080,1,Intel Core i3,2.7,1,0,0,0,256.0,Nvidia,0,1,0,3.0
Dell,Ultrabook,13.3,8,Windows 10,1.41kg,50562.72,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.41
HP,Notebook,15.6,8,Windows 10,1.91kg,23757.552,1366,768,0,AMD A6-Series A6-9220,2.5,1,0,0,0,128.0,AMD,0,0,1,1.91
HP,Notebook,17.3,16,Windows 10,2.9kg,56423.52,1920,1080,1,Intel Core i7,1.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.9
MSI,Gaming,17.3,16,Windows 10,4.14kg,133146.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1536.0,Nvidia,0,1,0,4.14
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2kg,90522.72,1920,1080,1,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,2.0
Dell,Notebook,17.3,8,Windows 10,2.8kg,60845.76,1920,1080,0,Intel Core i7,1.8,1,1,0,0,1152.0,AMD,0,0,1,2.8
Lenovo,Notebook,15.6,4,No OS,2.2kg,23656.32,1920,1080,0,Intel Core i3,2.0,1,0,0,0,256.0,Intel,1,0,0,2.2
HP,Notebook,15.6,4,Windows 10,2.1kg,38468.16,1920,1080,1,Intel Core i5,1.6,0,1,0,0,500.0,Intel,1,0,0,2.1
Dell,Notebook,15.6,4,Windows 10,2.18kg,35004.96,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.18
Dell,Notebook,15.6,8,Windows 10,2.24kg,30103.2,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,AMD,0,0,1,2.24
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67kg,42570.72,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,2.67
Asus,2 in 1 Convertible,13.3,8,Windows 10,4.1kg,79866.72,1920,1080,0,Intel Core i7,1.8,1,0,0,0,1024.0,Intel,1,0,0,4.1
HP,Notebook,17.3,8,Windows 10,2.5kg,54239.04,1920,1080,0,Intel Core i7,1.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.5
Lenovo,Notebook,15.6,8,Windows 10,2.05kg,46886.4,1920,1080,0,Intel Core i7,1.8,1,0,0,0,256.0,Intel,1,0,0,2.05
Apple,Ultrabook,13.3,8,macOS,1.37kg,104370.192,2560,1600,1,Intel Core i5,2.9,1,0,0,0,512.0,Intel,1,0,0,1.37
Asus,Gaming,17.3,16,Windows 10,3.2kg,82530.72,1920,1080,0,AMD Ryzen 1700,3.0,1,1,0,0,1280.0,AMD,0,0,1,3.2
Dell,Notebook,15.6,8,Linux,2.14kg,39164.5296,1920,1080,0,Intel Core i7,1.8,1,0,0,0,256.0,AMD,0,0,1,2.14
Lenovo,2 in 1 Convertible,14,16,Windows 10,1.36kg,133146.72,2560,1440,0,Intel Core i7,2.6,1,0,0,0,512.0,Intel,1,0,0,1.36
Toshiba,Notebook,15.6,8,Windows 10,2.2kg,43263.36,1366,768,0,Intel Core i7,2.5,0,1,0,0,500.0,Nvidia,0,1,0,2.2
Dell,Notebook,15.6,12,Windows 10,2.3kg,37992.3696,1366,768,0,Intel Core i7,2.7,0,1,0,0,1024.0,Intel,1,0,0,2.3
Dell,Notebook,17.3,8,Linux,2.8kg,58554.72,1920,1080,0,Intel Core i7,1.8,1,1,0,0,1152.0,AMD,0,0,1,2.8
Acer,Notebook,15.6,8,Windows 10,2.2kg,39693.6,1920,1080,1,Intel Core i7,1.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.2
Lenovo,Notebook,17.3,4,Windows 10,2.8kg,26053.92,1600,900,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,2.8
Lenovo,Notebook,17.3,8,No OS,2.8kg,45234.72,1920,1080,0,Intel Core i7,1.8,0,1,0,0,2048.0,Nvidia,0,1,0,2.8
Lenovo,Notebook,17.3,6,Windows 10,2.8kg,45767.52,1600,900,0,Intel Core i7,2.7,1,1,0,0,1152.0,Nvidia,0,1,0,2.8
Dell,Notebook,15.6,4,Linux,2.25kg,22803.84,1920,1080,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.25
Lenovo,Gaming,15.6,8,Windows 10,2.5kg,44169.12,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.5
Lenovo,Notebook,15.6,6,Windows 10,2.2kg,30849.12,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.2
Acer,Notebook,15.6,8,Windows 10,3kg,50669.28,1920,1080,1,Intel Core i7,1.8,1,0,0,0,256.0,Nvidia,0,1,0,3.0
Acer,Notebook,15.6,12,Windows 10,2.15kg,35111.52,1920,1080,1,Intel Core i7,2.7,0,1,0,0,1024.0,Intel,1,0,0,2.15
Lenovo,Notebook,15.6,8,Windows 10,1.95kg,58448.16,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.95
Asus,Ultrabook,15.6,8,Windows 10,1.7kg,52054.56,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,1.7
Lenovo,Gaming,15.6,16,Windows 10,2.5kg,62817.12,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.5
Lenovo,Notebook,15.6,8,No OS,2.2kg,35112.0528,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,Nvidia,0,1,0,2.2
Acer,Notebook,15.6,2,Chrome OS,2.19kg,10602.72,1366,768,0,Intel Celeron Dual,1.5,1,0,0,0,16.0,Intel,1,0,0,2.19
Asus,Gaming,17.3,8,Windows 10,3kg,63243.36,1920,1080,0,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,3.0
HP,Notebook,17.3,8,Windows 10,2.54kg,26053.92,1600,900,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,2.54
Dell,Notebook,15.6,8,Windows 10,2kg,97449.12,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,2.0
Lenovo,Notebook,15.6,8,Windows 10,2.05kg,39373.92,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,2.05
Lenovo,Gaming,15.6,8,Windows 10,3.2kg,69210.72,1920,1080,1,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,3.2
Acer,Notebook,15.6,8,Linux,2.5kg,52161.12,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,2.5
Dell,Workstation,17.3,16,Windows 10,3.42kg,153705.3408,1920,1080,0,Intel Core i7,2.9,1,0,0,0,256.0,Nvidia,0,1,0,3.42
Lenovo,Notebook,15.6,6,Windows 10,2.4kg,26586.72,1920,1080,0,AMD A10-Series 9600P,2.4,0,1,0,0,1024.0,AMD,0,0,1,2.4
Asus,Ultrabook,15.6,16,Windows 10,1.63kg,78215.04,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Nvidia,0,1,0,1.63
Asus,Notebook,14,4,Windows 10,1.3kg,27119.52,1366,768,0,Intel Core i3,2.4,1,0,0,0,128.0,Intel,1,0,0,1.3
Asus,Gaming,17.3,16,Windows 10,2.9kg,113060.16,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.9
Lenovo,Notebook,17.3,6,Windows 10,5.8kg,34578.72,1600,900,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,5.8
Lenovo,Notebook,15.6,8,No OS,2.2kg,29250.72,1366,768,0,Intel Core i5,2.5,0,1,0,0,2048.0,Nvidia,0,1,0,2.2
Asus,Gaming,15.6,8,Windows 10,2.5kg,67399.2,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.5
Lenovo,Notebook,15.6,4,No OS,2.2kg,19180.2672,1366,768,0,Intel Pentium Quad,1.1,0,1,0,0,1024.0,Intel,1,0,0,2.2
HP,2 in 1 Convertible,13.3,16,Windows 10,1.28kg,105228.0,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Intel,1,0,0,1.28
Toshiba,Notebook,15.6,8,Windows 10,2.2kg,55571.04,1920,1080,1,Intel Core i7,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.2
Lenovo,Notebook,15.6,8,Windows 10,2.3kg,43636.32,1920,1080,0,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,2.3
HP,Notebook,15.6,4,Windows 10,1.86kg,24988.32,1920,1080,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,1.86
Lenovo,Notebook,13.3,8,Windows 10,1.1kg,53226.72,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.1
Dell,Ultrabook,13.3,16,Windows 10,1.21kg,133146.72,3840,2160,1,Intel Core i7,1.8,1,0,0,0,1024.0,Intel,1,0,0,1.21
MSI,Gaming,15.6,16,Windows 10,2.8kg,111834.72,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.8
Acer,Notebook,15.6,8,Windows 10,2.23kg,24988.32,1920,1080,0,AMD A8-Series 7410,2.2,1,0,0,0,256.0,AMD,0,0,1,2.23
Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1kg,14652.0,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.1
Dell,Notebook,15.6,8,Windows 10,2.33kg,44968.32,1920,1080,0,Intel Core i5,1.6,1,1,0,0,1152.0,AMD,0,0,1,2.33
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29kg,130482.72,3840,2160,1,Intel Core i7,1.8,1,0,0,0,1024.0,Intel,1,0,0,1.29
Lenovo,Notebook,13.3,4,Chrome OS,1.45kg,24503.472,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,16.0,Intel,1,0,0,1.45
HP,Notebook,14,8,Windows 10,1.95kg,52214.4,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.95
Acer,Notebook,11.6,4,Windows 10,1.4kg,25840.8,1366,768,0,Intel Pentium Quad,1.6,0,0,1,0,128.0,Intel,1,0,0,1.4
HP,Notebook,14,8,Windows 10,1.48kg,68837.76,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.48
Lenovo,Notebook,17.3,4,Windows 10,2.79kg,31381.92,1600,900,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.79
Asus,Notebook,14,8,Windows 10,2kg,58288.32,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,2.0
HP,Notebook,15.6,8,Windows 10,2.1kg,48058.56,1366,768,1,Intel Core i7,1.8,0,1,0,0,1024.0,Intel,1,0,0,2.1
Acer,Notebook,15.6,8,Windows 10,2.2kg,35111.52,1366,768,0,AMD A12-Series 9720P,2.7,1,0,0,0,256.0,AMD,0,0,1,2.2
Lenovo,Notebook,14,4,Windows 10,1.44kg,15557.76,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.44
Acer,Notebook,15.6,6,Windows 10,8.23kg,29250.72,1366,768,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,8.23
Asus,Ultrabook,15.6,8,Windows 10,1.7kg,55938.672,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,1.7
HP,Ultrabook,12.5,8,Windows 10,1.26kg,71128.8,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.26
Dell,Notebook,15.6,32,Windows 10,2.06kg,140605.92,3840,2160,0,Intel Core i7,2.8,1,0,0,0,1024.0,Nvidia,0,1,0,2.06
MSI,Gaming,17.3,8,Windows 10,2.7kg,63882.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.7
Toshiba,Notebook,15.6,8,Windows 10,2.0kg,50243.04,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.0
Asus,Notebook,14,8,Windows 10,2kg,71075.52,1920,1080,0,Intel Core i7,2.7,1,1,0,0,1280.0,Intel,1,0,0,2.0
Lenovo,Notebook,15.6,4,Windows 10,1.85kg,23922.72,1920,1080,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,1.85
Asus,Gaming,15.6,8,Windows 10,2.5kg,53226.72,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,2.5
HP,Notebook,14,8,Windows 10,1.48kg,67559.04,1920,1080,0,Intel Core i5,2.6,1,0,0,0,256.0,Intel,1,0,0,1.48
HP,Notebook,15.6,8,Windows 10,1.84kg,60952.32,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.84
Asus,Notebook,15.6,4,Linux,2kg,14651.4672,1366,768,0,Intel Celeron Dual,1.1,0,1,0,0,1024.0,Intel,1,0,0,2.0
Dell,Notebook,15.6,8,Windows 10,2kg,60885.72,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,Nvidia,0,1,0,2.0
Dell,Notebook,15.6,4,Linux,2.2kg,14646.672,1366,768,0,Intel Celeron Dual,1.6,0,1,0,0,500.0,Intel,1,0,0,2.2
Lenovo,Notebook,15.6,12,Windows 10,2.2kg,47898.72,1920,1080,0,AMD A12-Series 9720P,3.6,0,1,0,0,2048.0,AMD,0,0,1,2.2
HP,Notebook,15.6,8,Windows 10,2.1kg,38148.48,1920,1080,1,Intel Core i3,2.4,0,1,0,0,1024.0,Nvidia,0,1,0,2.1
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4kg,111834.72,3840,2160,1,Intel Core i7,1.8,1,0,0,0,512.0,Intel,1,0,0,1.4
Dell,Ultrabook,13.3,8,Windows 10,1.2kg,84129.12,1920,1080,0,Intel Core i7,1.8,1,0,0,0,256.0,Intel,1,0,0,1.2
Lenovo,Gaming,15.6,16,Windows 10,2.4kg,60153.12,1920,1080,1,Intel Core i7,2.8,1,1,0,0,2304.0,Nvidia,0,1,0,2.4
HP,Notebook,14,2,Windows 10,1.44kg,14865.12,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,32.0,Intel,1,0,0,1.44
Dell,Ultrabook,15.6,16,Windows 10,1.88kg,85672.1088,1920,1080,0,Intel Core i7,1.9,1,0,0,0,768.0,Intel,1,0,0,1.88
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5kg,19980.0,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.5
Dell,Ultrabook,15.6,8,Windows 10,0.0002kg,35324.64,1920,1080,0,Intel Core i5,1.6,0,1,0,0,1024.0,AMD,0,0,1,0.0002
HP,Notebook,15.6,8,Windows 10,1.84kg,69477.12,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.84
MSI,Gaming,17.3,8,Windows 10,2.7kg,75071.52,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.7
HP,Workstation,15.6,8,Windows 10,2.6kg,92615.0256,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,2.6
Toshiba,Notebook,15.6,16,Windows 10,2.4kg,74751.84,1920,1080,1,Intel Core i7,2.5,1,0,0,0,512.0,Nvidia,0,1,0,2.4
Dell,Notebook,15.6,8,Windows 10,2.02kg,51729.552,1920,1080,0,Intel Core i7,1.8,1,1,0,0,2176.0,AMD,0,0,1,2.02
